probability,word
0.00946058725255,animal
0.00571965983784,form
0.00571804742028,thursday
0.00571767861471,century
0.00464982390781,universe
0.00464962706819,culture
0.00411716015288,life
0.00411681964036,word
0.0041164725286,know
0.00411621220961,alhazen
0.00411608250452,model
0.00411569491057,dynasty
0.00411556421575,emphasis
0.00411554448419,calligraphy
0.0041155052717,proverb
0.00358307649967,name
0.00358255268345,later
0.00358245103374,center
0.00358224831001,ancient
0.00358193526066,great
0.00305097725003,homo
0.00304958816191,plant
0.00304949094159,include
0.00304920700489,kingdom
0.00304906836205,example
0.00304896461121,aristotle
0.00304893819441,continue
0.00304889689086,bacon
0.00304859359045,influence
0.00304850275365,sculpture
0.00251690149135,use
0.00251601910402,work
0.00251597472,world
0.00251579277354,new
0.00251574347893,state
0.00251563966369,latin
0.00251558343304,book
0.00251558133443,galileo
0.00251557148004,cause
0.00251554936653,argue
0.00251553623836,nature
0.00251550884595,ptolemy
0.002515337941,early
0.00251522626684,era
0.00251518108867,old_age
0.00198304120219,point
0.00198301160212,trip
0.00198287835954,type
0.00198285792245,divide
0.00198283281603,single
0.00198273782706,metazoa
0.00198273779142,animalia
0.00198272938992,means
0.0019827096921,parturiency
0.00198263742984,time
0.00198258153002,vision
0.00198256839566,aristotelian
0.0019825550271,old
0.00198254213277,see
0.00198253251563,niobium
0.00198252120447,europe
0.00198249400004,artistic
0.00198243795821,age
0.00198239085761,development
0.00198238274808,boom
0.00198235064858,civilization
0.00198234585357,write
0.00198233979768,renaissance
0.00198233209793,show
0.00198232973213,empire
0.00198229260506,narrative
0.00198224318037,religious
0.00198218154873,greatly
0.00198206464426,cave
0.00198204962445,picture
0.00198204911417,east
0.00198204804023,japan
0.00145106866706,meaning
0.00145106846463,note
0.00145091323829,ball
0.00145077929807,mention
0.00145076758127,internal
0.00145073444973,material
0.00145067642582,multicellular
0.00145064040095,image
0.00145060386005,feature
0.00145060195882,mammal
0.00145053101446,doomed
0.00145052077419,baghdad
0.0014505195315,survey
0.00145050246041,argument
0.00145050105393,translation
0.00145046934979,text
0.00145044472194,print
0.00145044098523,time_period
0.0014504383334,glass
0.00145042830976,aluminum
0.00145041781193,get_down
0.00145039076265,paint
0.00145038940303,body
0.00145038575464,medieval
0.00145038280652,best
0.00145036714012,greek
0.00145034926372,byzantine
0.00145031432081,reflect
0.00145030373277,ago
0.00145027351139,history
0.00145025627027,printing
0.00145025588172,change
0.00145024844621,emphasizing
0.0014502413441,light-emitting_diode
0.00145023833762,position
0.00145020096907,take
0.00145017775621,allow
0.00145017291949,india
0.00145008680571,china
0.00144998729795,idealize
0.00144996466719,increase
0.000922737612542,conveyance
0.000921999250882,particular
0.00092176929901,motion
0.000921553125168,people
0.000921371942983,develop
0.000921171517406,airplane
0.0009211382336,artist
0.000921136062246,case
0.000921130350631,person
0.000921021742319,group
0.000921012418574,offprint
0.000921005742123,sponge
0.000920984638631,organism
0.000920944247723,motile
0.000920932455371,land
0.000920917413517,beginning
0.000920904580075,modern
0.000920904258808,topographic_point
0.00092089526251,reason
0.000920865920018,phylum
0.000920865029421,location
0.000920841417587,harmonize
0.000920841042423,necessitate
0.000920840059025,relation
0.00092082806572,eukaryotic
0.000920810658083,relatively
0.000920808613633,late
0.000920788273777,general
0.000920785230888,huge
0.000920781439509,chain
0.0009207810903,travel
0.00092078109012,art
0.000920780074099,car
0.000920778841637,method
0.000920759892558,portuguese_man-of-war
0.000920759366357,idea
0.000920757933712,sphere
0.000920756834994,words
0.00092075603125,protozoa
0.000920755519387,traveler
0.000920751107941,semen
0.000920749905454,insect
0.000920749904423,alga
0.000920749902039,vertebrate
0.000920749893832,member
0.000920749879951,phase
0.000920749874152,linnaeus
0.000920746649728,pass
0.000920745160867,international
0.000920743130364,english
0.000920742936662,mean
0.000920742294193,train
0.000920740651724,plan
0.000920740321298,labor
0.000920737707216,local
0.000920737707211,painting
0.000920737707209,second
0.000920737707204,manner
0.000920737707201,round
0.00092073625534,french
0.00092073625533,western
0.000920736255301,mosque
0.000920732882696,theory
0.000920730740957,extreme
0.000920729701348,tourism
0.000920727463884,scene
0.000920710319837,finally
0.00092070347763,miss
0.000920703328484,geographic
0.000920700497193,snail
0.000920697881092,like
0.000920696534272,torah
0.000920691925596,roman
0.00092068781734,struggle
0.000920687555453,mathematics
0.000920685039336,wisdom
0.000920683122032,percept
0.000920682698929,scholar
0.000920681821139,arabic
0.000920676974536,house
0.000920676226635,times
0.000920671906992,optics
0.00092066851267,ontology
0.000920666348948,approach
0.000920665475547,descartes
0.000920665074936,phosphorus
0.000920662564449,euclid
0.000920661830964,experiment
0.000920660796386,pope
0.000920659524181,final
0.000920658422637,smith
0.000920653184216,scholasticism
0.000920652875826,eye
0.000920651546001,experimental
0.000920650247017,invert
0.000920647325939,aperture
0.000920637883392,natural
0.000920631987919,cognition
0.000920629302402,turn
0.000920619621361,record
0.00092060926416,space
0.000920605411881,keep
0.000920604516116,shell
0.000920604285297,regional
0.000920598175528,music
0.000920597543513,invention
0.000920596551775,landscape
0.000920589888778,relationship
0.000920584787887,classical_music
0.000920565793842,west
0.000920547240002,impressionism
0.000920547240001,muslim
0.00092054551201,catholic
0.00092054078189,interplay
0.000920540114667,qin
0.000920536965841,dating
0.000920535472093,colors
0.000920533284487,everlastingly
0.000920532675424,convention
0.000920526018043,ancestor
0.000920525299197,sparse
0.00092052225386,chinese
0.000920513995614,tradition
0.000920509942055,signature
0.000920507982844,name_calling
0.0009205031165,carving
0.000920501331475,fiction
0.000920500595774,architecture
0.000920498420797,contrast
